modello,id_snippet,layer,probabilita_vergine,probabilita_attaccata
meta-llama/Llama-3.1-8B-Instruct,377,19,66.59,66.59
meta-llama/Llama-3.1-8B-Instruct,377,20,48.9,0.01
meta-llama/Llama-3.1-8B-Instruct,377,21,59.4,0.01
meta-llama/Llama-3.1-8B-Instruct,377,22,66.25,0.02
meta-llama/Llama-3.1-8B-Instruct,377,23,72.84,0.02
meta-llama/Llama-3.1-8B-Instruct,377,24,81.86,0.02
meta-llama/Llama-3.1-8B-Instruct,377,25,81.13,0.01
meta-llama/Llama-3.1-8B-Instruct,377,26,64.46,0.0
meta-llama/Llama-3.1-8B-Instruct,377,27,99.88,0.74
meta-llama/Llama-3.1-8B-Instruct,377,28,96.06,0.04
meta-llama/Llama-3.1-8B-Instruct,377,29,34.12,0.0
meta-llama/Llama-3.1-8B-Instruct,377,30,77.53,0.01
meta-llama/Llama-3.1-8B-Instruct,377,31,1.48,0.01
meta-llama/Llama-3.1-8B-Instruct,378,0,47.9,47.9
meta-llama/Llama-3.1-8B-Instruct,378,1,54.77,54.77
meta-llama/Llama-3.1-8B-Instruct,378,2,51.48,51.48
meta-llama/Llama-3.1-8B-Instruct,378,3,69.34,69.34
meta-llama/Llama-3.1-8B-Instruct,378,4,55.83,55.83
meta-llama/Llama-3.1-8B-Instruct,378,5,78.48,78.48
meta-llama/Llama-3.1-8B-Instruct,378,6,90.16,90.16
meta-llama/Llama-3.1-8B-Instruct,378,7,33.13,33.13
meta-llama/Llama-3.1-8B-Instruct,378,8,68.57,68.57
meta-llama/Llama-3.1-8B-Instruct,378,9,92.73,92.73
meta-llama/Llama-3.1-8B-Instruct,378,10,96.63,96.63
meta-llama/Llama-3.1-8B-Instruct,378,11,88.3,88.3
meta-llama/Llama-3.1-8B-Instruct,378,12,85.58,85.58
meta-llama/Llama-3.1-8B-Instruct,378,13,93.96,93.96
meta-llama/Llama-3.1-8B-Instruct,378,14,72.99,72.99
meta-llama/Llama-3.1-8B-Instruct,378,15,96.79,96.79
meta-llama/Llama-3.1-8B-Instruct,378,16,84.26,84.26
meta-llama/Llama-3.1-8B-Instruct,378,17,91.39,91.39
meta-llama/Llama-3.1-8B-Instruct,378,18,74.51,74.51
meta-llama/Llama-3.1-8B-Instruct,378,19,92.49,92.49
meta-llama/Llama-3.1-8B-Instruct,378,20,86.63,0.05
meta-llama/Llama-3.1-8B-Instruct,378,21,91.13,0.1
meta-llama/Llama-3.1-8B-Instruct,378,22,94.46,0.12
meta-llama/Llama-3.1-8B-Instruct,378,23,95.11,0.07
meta-llama/Llama-3.1-8B-Instruct,378,24,95.93,0.07
meta-llama/Llama-3.1-8B-Instruct,378,25,95.71,0.07
meta-llama/Llama-3.1-8B-Instruct,378,26,91.41,0.02
meta-llama/Llama-3.1-8B-Instruct,378,27,99.98,10.58
meta-llama/Llama-3.1-8B-Instruct,378,28,99.52,0.4
meta-llama/Llama-3.1-8B-Instruct,378,29,93.31,0.01
meta-llama/Llama-3.1-8B-Instruct,378,30,98.85,0.19
meta-llama/Llama-3.1-8B-Instruct,378,31,13.39,0.06
meta-llama/Llama-3.1-8B-Instruct,379,0,47.9,47.9
meta-llama/Llama-3.1-8B-Instruct,379,1,54.21,54.21
meta-llama/Llama-3.1-8B-Instruct,379,2,51.09,51.09
meta-llama/Llama-3.1-8B-Instruct,379,3,69.2,69.2
meta-llama/Llama-3.1-8B-Instruct,379,4,56.56,56.56
meta-llama/Llama-3.1-8B-Instruct,379,5,79.84,79.84
meta-llama/Llama-3.1-8B-Instruct,379,6,91.26,91.26
meta-llama/Llama-3.1-8B-Instruct,379,7,36.86,36.86
meta-llama/Llama-3.1-8B-Instruct,379,8,75.12,75.12
meta-llama/Llama-3.1-8B-Instruct,379,9,95.27,95.27
meta-llama/Llama-3.1-8B-Instruct,379,10,98.16,98.16
meta-llama/Llama-3.1-8B-Instruct,379,11,89.29,89.29
meta-llama/Llama-3.1-8B-Instruct,379,12,89.69,89.69
meta-llama/Llama-3.1-8B-Instruct,379,13,96.04,96.04
meta-llama/Llama-3.1-8B-Instruct,379,14,74.71,74.71
meta-llama/Llama-3.1-8B-Instruct,379,15,97.51,97.51
meta-llama/Llama-3.1-8B-Instruct,379,16,76.09,76.09
meta-llama/Llama-3.1-8B-Instruct,379,17,91.83,91.83
meta-llama/Llama-3.1-8B-Instruct,379,18,59.67,59.67
meta-llama/Llama-3.1-8B-Instruct,379,19,76.81,76.81
meta-llama/Llama-3.1-8B-Instruct,379,20,63.45,0.01
meta-llama/Llama-3.1-8B-Instruct,379,21,67.85,0.02
meta-llama/Llama-3.1-8B-Instruct,379,22,72.02,0.02
meta-llama/Llama-3.1-8B-Instruct,379,23,76.33,0.01
meta-llama/Llama-3.1-8B-Instruct,379,24,79.06,0.01
meta-llama/Llama-3.1-8B-Instruct,379,25,81.55,0.01
meta-llama/Llama-3.1-8B-Instruct,379,26,57.57,0.0
meta-llama/Llama-3.1-8B-Instruct,379,27,99.85,0.68
meta-llama/Llama-3.1-8B-Instruct,379,28,95.39,0.02
meta-llama/Llama-3.1-8B-Instruct,379,29,48.88,0.0
meta-llama/Llama-3.1-8B-Instruct,379,30,83.18,0.01
meta-llama/Llama-3.1-8B-Instruct,379,31,3.45,0.01
meta-llama/Llama-3.1-8B-Instruct,380,0,47.9,47.9
meta-llama/Llama-3.1-8B-Instruct,380,1,53.6,53.6
meta-llama/Llama-3.1-8B-Instruct,380,2,49.87,49.87
meta-llama/Llama-3.1-8B-Instruct,380,3,66.43,66.43
meta-llama/Llama-3.1-8B-Instruct,380,4,53.19,53.19
meta-llama/Llama-3.1-8B-Instruct,380,5,77.79,77.79
meta-llama/Llama-3.1-8B-Instruct,380,6,91.82,91.82
meta-llama/Llama-3.1-8B-Instruct,380,7,43.28,43.28
meta-llama/Llama-3.1-8B-Instruct,380,8,74.98,74.98
meta-llama/Llama-3.1-8B-Instruct,380,9,95.61,95.61
meta-llama/Llama-3.1-8B-Instruct,380,10,98.42,98.42
meta-llama/Llama-3.1-8B-Instruct,380,11,91.88,91.88
meta-llama/Llama-3.1-8B-Instruct,380,12,91.72,91.72
meta-llama/Llama-3.1-8B-Instruct,380,13,96.68,96.68
meta-llama/Llama-3.1-8B-Instruct,380,14,84.19,84.19
meta-llama/Llama-3.1-8B-Instruct,380,15,99.02,99.02
meta-llama/Llama-3.1-8B-Instruct,380,16,94.38,94.38
meta-llama/Llama-3.1-8B-Instruct,380,17,98.02,98.02
meta-llama/Llama-3.1-8B-Instruct,380,18,94.12,94.12
meta-llama/Llama-3.1-8B-Instruct,380,19,98.36,98.36
meta-llama/Llama-3.1-8B-Instruct,380,20,97.19,0.26
meta-llama/Llama-3.1-8B-Instruct,380,21,98.13,0.44
meta-llama/Llama-3.1-8B-Instruct,380,22,98.99,0.56
meta-llama/Llama-3.1-8B-Instruct,380,23,99.37,0.42
meta-llama/Llama-3.1-8B-Instruct,380,24,99.57,0.5
meta-llama/Llama-3.1-8B-Instruct,380,25,99.52,0.46
meta-llama/Llama-3.1-8B-Instruct,380,26,99.2,0.17
meta-llama/Llama-3.1-8B-Instruct,380,27,100.0,49.57
meta-llama/Llama-3.1-8B-Instruct,380,28,99.97,3.57
meta-llama/Llama-3.1-8B-Instruct,380,29,99.49,0.09
meta-llama/Llama-3.1-8B-Instruct,380,30,99.87,1.03
meta-llama/Llama-3.1-8B-Instruct,380,31,28.43,0.11
meta-llama/Llama-3.1-8B-Instruct,381,0,47.9,47.9
meta-llama/Llama-3.1-8B-Instruct,381,1,52.25,52.25
meta-llama/Llama-3.1-8B-Instruct,381,2,47.21,47.21
meta-llama/Llama-3.1-8B-Instruct,381,3,62.8,62.8
meta-llama/Llama-3.1-8B-Instruct,381,4,47.29,47.29
meta-llama/Llama-3.1-8B-Instruct,381,5,69.84,69.84
meta-llama/Llama-3.1-8B-Instruct,381,6,83.43,83.43
meta-llama/Llama-3.1-8B-Instruct,381,7,21.84,21.84
meta-llama/Llama-3.1-8B-Instruct,381,8,45.77,45.77
meta-llama/Llama-3.1-8B-Instruct,381,9,83.52,83.52
meta-llama/Llama-3.1-8B-Instruct,381,10,92.63,92.63
meta-llama/Llama-3.1-8B-Instruct,381,11,68.67,68.67
meta-llama/Llama-3.1-8B-Instruct,381,12,76.9,76.9
meta-llama/Llama-3.1-8B-Instruct,381,13,87.2,87.2
meta-llama/Llama-3.1-8B-Instruct,381,14,63.08,63.08
meta-llama/Llama-3.1-8B-Instruct,381,15,95.25,95.25
meta-llama/Llama-3.1-8B-Instruct,381,16,83.35,83.35
meta-llama/Llama-3.1-8B-Instruct,381,17,96.95,96.95
meta-llama/Llama-3.1-8B-Instruct,381,18,91.61,91.61
meta-llama/Llama-3.1-8B-Instruct,381,19,94.69,94.69
meta-llama/Llama-3.1-8B-Instruct,381,20,85.4,0.06
meta-llama/Llama-3.1-8B-Instruct,381,21,89.57,0.14
meta-llama/Llama-3.1-8B-Instruct,381,22,92.69,0.28
meta-llama/Llama-3.1-8B-Instruct,381,23,92.49,0.16
meta-llama/Llama-3.1-8B-Instruct,381,24,96.78,0.29
meta-llama/Llama-3.1-8B-Instruct,381,25,96.06,0.24
meta-llama/Llama-3.1-8B-Instruct,381,26,92.31,0.1
meta-llama/Llama-3.1-8B-Instruct,381,27,99.98,15.95
meta-llama/Llama-3.1-8B-Instruct,381,28,99.65,1.67
meta-llama/Llama-3.1-8B-Instruct,381,29,92.13,0.04
meta-llama/Llama-3.1-8B-Instruct,381,30,99.04,0.72
meta-llama/Llama-3.1-8B-Instruct,381,31,13.97,0.12
meta-llama/Llama-3.1-8B-Instruct,382,0,47.9,47.9
meta-llama/Llama-3.1-8B-Instruct,382,1,55.04,55.04
meta-llama/Llama-3.1-8B-Instruct,382,2,52.63,52.63
meta-llama/Llama-3.1-8B-Instruct,382,3,70.71,70.71
meta-llama/Llama-3.1-8B-Instruct,382,4,58.91,58.91
meta-llama/Llama-3.1-8B-Instruct,382,5,82.85,82.85
meta-llama/Llama-3.1-8B-Instruct,382,6,93.04,93.04
meta-llama/Llama-3.1-8B-Instruct,382,7,40.7,40.7
meta-llama/Llama-3.1-8B-Instruct,382,8,79.79,79.79
meta-llama/Llama-3.1-8B-Instruct,382,9,96.36,96.36
meta-llama/Llama-3.1-8B-Instruct,382,10,98.27,98.27
meta-llama/Llama-3.1-8B-Instruct,382,11,88.77,88.77
meta-llama/Llama-3.1-8B-Instruct,382,12,87.76,87.76
meta-llama/Llama-3.1-8B-Instruct,382,13,95.11,95.11
meta-llama/Llama-3.1-8B-Instruct,382,14,75.14,75.14
meta-llama/Llama-3.1-8B-Instruct,382,15,98.01,98.01
meta-llama/Llama-3.1-8B-Instruct,382,16,79.6,79.6
meta-llama/Llama-3.1-8B-Instruct,382,17,94.22,94.22
meta-llama/Llama-3.1-8B-Instruct,382,18,75.15,75.15
meta-llama/Llama-3.1-8B-Instruct,382,19,88.03,88.03
meta-llama/Llama-3.1-8B-Instruct,382,20,76.61,0.02
meta-llama/Llama-3.1-8B-Instruct,382,21,83.0,0.04
meta-llama/Llama-3.1-8B-Instruct,382,22,90.03,0.05
meta-llama/Llama-3.1-8B-Instruct,382,23,94.34,0.05
meta-llama/Llama-3.1-8B-Instruct,382,24,95.57,0.06
meta-llama/Llama-3.1-8B-Instruct,382,25,95.49,0.05
meta-llama/Llama-3.1-8B-Instruct,382,26,91.54,0.02
meta-llama/Llama-3.1-8B-Instruct,382,27,99.99,6.9
meta-llama/Llama-3.1-8B-Instruct,382,28,99.58,0.28
meta-llama/Llama-3.1-8B-Instruct,382,29,91.13,0.01
meta-llama/Llama-3.1-8B-Instruct,382,30,97.25,0.06
meta-llama/Llama-3.1-8B-Instruct,382,31,9.31,0.03
meta-llama/Llama-3.1-8B-Instruct,383,0,47.9,47.9
meta-llama/Llama-3.1-8B-Instruct,383,1,54.42,54.42
meta-llama/Llama-3.1-8B-Instruct,383,2,51.94,51.94
meta-llama/Llama-3.1-8B-Instruct,383,3,69.93,69.93
meta-llama/Llama-3.1-8B-Instruct,383,4,58.3,58.3
meta-llama/Llama-3.1-8B-Instruct,383,5,81.76,81.76
meta-llama/Llama-3.1-8B-Instruct,383,6,92.31,92.31
meta-llama/Llama-3.1-8B-Instruct,383,7,36.58,36.58
meta-llama/Llama-3.1-8B-Instruct,383,8,75.02,75.02
meta-llama/Llama-3.1-8B-Instruct,383,9,94.73,94.73
meta-llama/Llama-3.1-8B-Instruct,383,10,97.02,97.02
meta-llama/Llama-3.1-8B-Instruct,383,11,80.52,80.52
meta-llama/Llama-3.1-8B-Instruct,383,12,81.59,81.59
meta-llama/Llama-3.1-8B-Instruct,383,13,92.22,92.22
meta-llama/Llama-3.1-8B-Instruct,383,14,68.95,68.95
meta-llama/Llama-3.1-8B-Instruct,383,15,97.3,97.3
meta-llama/Llama-3.1-8B-Instruct,383,16,75.11,75.11
meta-llama/Llama-3.1-8B-Instruct,383,17,91.14,91.14
meta-llama/Llama-3.1-8B-Instruct,383,18,67.76,67.76
meta-llama/Llama-3.1-8B-Instruct,383,19,86.77,86.77
meta-llama/Llama-3.1-8B-Instruct,383,20,77.45,0.03
meta-llama/Llama-3.1-8B-Instruct,383,21,84.01,0.04
meta-llama/Llama-3.1-8B-Instruct,383,22,89.93,0.05
meta-llama/Llama-3.1-8B-Instruct,383,23,93.12,0.04
meta-llama/Llama-3.1-8B-Instruct,383,24,94.25,0.04
meta-llama/Llama-3.1-8B-Instruct,383,25,94.27,0.04
meta-llama/Llama-3.1-8B-Instruct,383,26,87.82,0.01
meta-llama/Llama-3.1-8B-Instruct,383,27,99.98,5.18
meta-llama/Llama-3.1-8B-Instruct,383,28,99.33,0.17
meta-llama/Llama-3.1-8B-Instruct,383,29,90.84,0.0
meta-llama/Llama-3.1-8B-Instruct,383,30,97.55,0.06
meta-llama/Llama-3.1-8B-Instruct,383,31,11.44,0.04
meta-llama/Llama-3.1-8B-Instruct,384,0,47.9,47.9
meta-llama/Llama-3.1-8B-Instruct,384,1,54.62,54.62
meta-llama/Llama-3.1-8B-Instruct,384,2,51.65,51.65
meta-llama/Llama-3.1-8B-Instruct,384,3,70.37,70.37
meta-llama/Llama-3.1-8B-Instruct,384,4,59.1,59.1
meta-llama/Llama-3.1-8B-Instruct,384,5,81.01,81.01
meta-llama/Llama-3.1-8B-Instruct,384,6,91.44,91.44
meta-llama/Llama-3.1-8B-Instruct,384,7,37.9,37.9
meta-llama/Llama-3.1-8B-Instruct,384,8,75.98,75.98
meta-llama/Llama-3.1-8B-Instruct,384,9,95.22,95.22
meta-llama/Llama-3.1-8B-Instruct,384,10,97.76,97.76
meta-llama/Llama-3.1-8B-Instruct,384,11,89.85,89.85
meta-llama/Llama-3.1-8B-Instruct,384,12,88.7,88.7
meta-llama/Llama-3.1-8B-Instruct,384,13,95.15,95.15
meta-llama/Llama-3.1-8B-Instruct,384,14,79.11,79.11
meta-llama/Llama-3.1-8B-Instruct,384,15,97.5,97.5
meta-llama/Llama-3.1-8B-Instruct,384,16,83.28,83.28
meta-llama/Llama-3.1-8B-Instruct,384,17,92.01,92.01
meta-llama/Llama-3.1-8B-Instruct,384,18,73.36,73.36
meta-llama/Llama-3.1-8B-Instruct,384,19,89.09,89.09
meta-llama/Llama-3.1-8B-Instruct,384,20,82.0,0.03
meta-llama/Llama-3.1-8B-Instruct,384,21,87.59,0.06
meta-llama/Llama-3.1-8B-Instruct,384,22,91.81,0.07
meta-llama/Llama-3.1-8B-Instruct,384,23,94.49,0.05
meta-llama/Llama-3.1-8B-Instruct,384,24,94.8,0.05
meta-llama/Llama-3.1-8B-Instruct,384,25,95.11,0.06
meta-llama/Llama-3.1-8B-Instruct,384,26,90.65,0.02
meta-llama/Llama-3.1-8B-Instruct,384,27,99.98,8.99
meta-llama/Llama-3.1-8B-Instruct,384,28,99.49,0.35
meta-llama/Llama-3.1-8B-Instruct,384,29,93.21,0.01
meta-llama/Llama-3.1-8B-Instruct,384,30,98.26,0.11
meta-llama/Llama-3.1-8B-Instruct,384,31,13.42,0.05
meta-llama/Llama-3.1-8B-Instruct,385,0,47.9,47.9
meta-llama/Llama-3.1-8B-Instruct,385,1,54.42,54.42
meta-llama/Llama-3.1-8B-Instruct,385,2,51.28,51.28
meta-llama/Llama-3.1-8B-Instruct,385,3,69.08,69.08
meta-llama/Llama-3.1-8B-Instruct,385,4,57.01,57.01
meta-llama/Llama-3.1-8B-Instruct,385,5,82.56,82.56
meta-llama/Llama-3.1-8B-Instruct,385,6,93.74,93.74
meta-llama/Llama-3.1-8B-Instruct,385,7,46.49,46.49
meta-llama/Llama-3.1-8B-Instruct,385,8,81.14,81.14
meta-llama/Llama-3.1-8B-Instruct,385,9,96.67,96.67
meta-llama/Llama-3.1-8B-Instruct,385,10,98.67,98.67
meta-llama/Llama-3.1-8B-Instruct,385,11,88.54,88.54
meta-llama/Llama-3.1-8B-Instruct,385,12,90.44,90.44
meta-llama/Llama-3.1-8B-Instruct,385,13,95.53,95.53
meta-llama/Llama-3.1-8B-Instruct,385,14,81.27,81.27
meta-llama/Llama-3.1-8B-Instruct,385,15,98.26,98.26
meta-llama/Llama-3.1-8B-Instruct,385,16,90.08,90.08
meta-llama/Llama-3.1-8B-Instruct,385,17,96.34,96.34
meta-llama/Llama-3.1-8B-Instruct,385,18,85.86,85.86
meta-llama/Llama-3.1-8B-Instruct,385,19,95.41,95.41
meta-llama/Llama-3.1-8B-Instruct,385,20,92.1,0.1
meta-llama/Llama-3.1-8B-Instruct,385,21,94.95,0.18
meta-llama/Llama-3.1-8B-Instruct,385,22,95.86,0.16
meta-llama/Llama-3.1-8B-Instruct,385,23,97.91,0.17
meta-llama/Llama-3.1-8B-Instruct,385,24,98.02,0.16
meta-llama/Llama-3.1-8B-Instruct,385,25,97.9,0.18
meta-llama/Llama-3.1-8B-Instruct,385,26,95.52,0.06
meta-llama/Llama-3.1-8B-Instruct,385,27,99.99,24.82
meta-llama/Llama-3.1-8B-Instruct,385,28,99.67,1.08
meta-llama/Llama-3.1-8B-Instruct,385,29,95.84,0.04
meta-llama/Llama-3.1-8B-Instruct,385,30,99.28,0.56
meta-llama/Llama-3.1-8B-Instruct,385,31,22.5,0.13
meta-llama/Llama-3.1-8B-Instruct,386,0,47.9,47.9
meta-llama/Llama-3.1-8B-Instruct,386,1,53.26,53.26
meta-llama/Llama-3.1-8B-Instruct,386,2,48.83,48.83
meta-llama/Llama-3.1-8B-Instruct,386,3,64.64,64.64
meta-llama/Llama-3.1-8B-Instruct,386,4,48.41,48.41
meta-llama/Llama-3.1-8B-Instruct,386,5,73.3,73.3
meta-llama/Llama-3.1-8B-Instruct,386,6,89.74,89.74
meta-llama/Llama-3.1-8B-Instruct,386,7,31.49,31.49
meta-llama/Llama-3.1-8B-Instruct,386,8,73.44,73.44
meta-llama/Llama-3.1-8B-Instruct,386,9,95.96,95.96
meta-llama/Llama-3.1-8B-Instruct,386,10,98.75,98.75
meta-llama/Llama-3.1-8B-Instruct,386,11,88.9,88.9
meta-llama/Llama-3.1-8B-Instruct,386,12,89.65,89.65
meta-llama/Llama-3.1-8B-Instruct,386,13,93.84,93.84
meta-llama/Llama-3.1-8B-Instruct,386,14,80.25,80.25
meta-llama/Llama-3.1-8B-Instruct,386,15,98.16,98.16
meta-llama/Llama-3.1-8B-Instruct,386,16,87.24,87.24
meta-llama/Llama-3.1-8B-Instruct,386,17,95.63,95.63
meta-llama/Llama-3.1-8B-Instruct,386,18,83.83,83.83
meta-llama/Llama-3.1-8B-Instruct,386,19,93.31,93.31
meta-llama/Llama-3.1-8B-Instruct,386,20,89.88,0.07
meta-llama/Llama-3.1-8B-Instruct,386,21,92.06,0.11
meta-llama/Llama-3.1-8B-Instruct,386,22,93.52,0.11
meta-llama/Llama-3.1-8B-Instruct,386,23,96.33,0.09
meta-llama/Llama-3.1-8B-Instruct,386,24,97.22,0.11
meta-llama/Llama-3.1-8B-Instruct,386,25,97.0,0.1
meta-llama/Llama-3.1-8B-Instruct,386,26,94.48,0.04
meta-llama/Llama-3.1-8B-Instruct,386,27,99.99,17.47
meta-llama/Llama-3.1-8B-Instruct,386,28,99.74,0.7
meta-llama/Llama-3.1-8B-Instruct,386,29,95.49,0.02
meta-llama/Llama-3.1-8B-Instruct,386,30,98.77,0.18
meta-llama/Llama-3.1-8B-Instruct,386,31,15.88,0.06
meta-llama/Llama-3.1-8B-Instruct,387,0,47.9,47.9
meta-llama/Llama-3.1-8B-Instruct,387,1,52.17,52.17
meta-llama/Llama-3.1-8B-Instruct,387,2,47.05,47.05
meta-llama/Llama-3.1-8B-Instruct,387,3,62.8,62.8
meta-llama/Llama-3.1-8B-Instruct,387,4,48.28,48.28
meta-llama/Llama-3.1-8B-Instruct,387,5,73.57,73.57
meta-llama/Llama-3.1-8B-Instruct,387,6,87.11,87.11
meta-llama/Llama-3.1-8B-Instruct,387,7,28.52,28.52
meta-llama/Llama-3.1-8B-Instruct,387,8,56.85,56.85
meta-llama/Llama-3.1-8B-Instruct,387,9,88.29,88.29
meta-llama/Llama-3.1-8B-Instruct,387,10,95.48,95.48
meta-llama/Llama-3.1-8B-Instruct,387,11,79.37,79.37
meta-llama/Llama-3.1-8B-Instruct,387,12,83.81,83.81
meta-llama/Llama-3.1-8B-Instruct,387,13,91.01,91.01
meta-llama/Llama-3.1-8B-Instruct,387,14,59.87,59.87
meta-llama/Llama-3.1-8B-Instruct,387,15,96.24,96.24
meta-llama/Llama-3.1-8B-Instruct,387,16,77.99,77.99
meta-llama/Llama-3.1-8B-Instruct,387,17,94.12,94.12
meta-llama/Llama-3.1-8B-Instruct,387,18,72.33,72.33
meta-llama/Llama-3.1-8B-Instruct,387,19,73.85,73.85
meta-llama/Llama-3.1-8B-Instruct,387,20,54.42,0.01
meta-llama/Llama-3.1-8B-Instruct,387,21,69.18,0.02
meta-llama/Llama-3.1-8B-Instruct,387,22,78.32,0.05
meta-llama/Llama-3.1-8B-Instruct,387,23,81.31,0.04
meta-llama/Llama-3.1-8B-Instruct,387,24,87.73,0.04
meta-llama/Llama-3.1-8B-Instruct,387,25,84.43,0.03
meta-llama/Llama-3.1-8B-Instruct,387,26,73.65,0.01
meta-llama/Llama-3.1-8B-Instruct,387,27,99.93,2.22
meta-llama/Llama-3.1-8B-Instruct,387,28,98.4,0.17
meta-llama/Llama-3.1-8B-Instruct,387,29,64.84,0.0
meta-llama/Llama-3.1-8B-Instruct,387,30,94.32,0.06
meta-llama/Llama-3.1-8B-Instruct,387,31,3.55,0.02
meta-llama/Llama-3.1-8B-Instruct,388,0,47.9,47.9
meta-llama/Llama-3.1-8B-Instruct,388,1,52.93,52.93
meta-llama/Llama-3.1-8B-Instruct,388,2,47.74,47.74
meta-llama/Llama-3.1-8B-Instruct,388,3,63.42,63.42
meta-llama/Llama-3.1-8B-Instruct,388,4,46.73,46.73
meta-llama/Llama-3.1-8B-Instruct,388,5,68.39,68.39
meta-llama/Llama-3.1-8B-Instruct,388,6,81.09,81.09
meta-llama/Llama-3.1-8B-Instruct,388,7,17.57,17.57
meta-llama/Llama-3.1-8B-Instruct,388,8,42.9,42.9
meta-llama/Llama-3.1-8B-Instruct,388,9,78.78,78.78
meta-llama/Llama-3.1-8B-Instruct,388,10,88.13,88.13
meta-llama/Llama-3.1-8B-Instruct,388,11,65.14,65.14
meta-llama/Llama-3.1-8B-Instruct,388,12,70.98,70.98
meta-llama/Llama-3.1-8B-Instruct,388,13,82.45,82.45
meta-llama/Llama-3.1-8B-Instruct,388,14,37.17,37.17
meta-llama/Llama-3.1-8B-Instruct,388,15,90.77,90.77
meta-llama/Llama-3.1-8B-Instruct,388,16,47.38,47.38
meta-llama/Llama-3.1-8B-Instruct,388,17,72.27,72.27
meta-llama/Llama-3.1-8B-Instruct,388,18,38.35,38.35
meta-llama/Llama-3.1-8B-Instruct,388,19,62.48,62.48
meta-llama/Llama-3.1-8B-Instruct,388,20,48.49,0.01
meta-llama/Llama-3.1-8B-Instruct,388,21,62.05,0.01
meta-llama/Llama-3.1-8B-Instruct,388,22,68.61,0.02
meta-llama/Llama-3.1-8B-Instruct,388,23,73.24,0.01
meta-llama/Llama-3.1-8B-Instruct,388,24,74.96,0.01
meta-llama/Llama-3.1-8B-Instruct,388,25,78.17,0.01
meta-llama/Llama-3.1-8B-Instruct,388,26,55.48,0.0
meta-llama/Llama-3.1-8B-Instruct,388,27,99.85,1.22
meta-llama/Llama-3.1-8B-Instruct,388,28,94.55,0.04
meta-llama/Llama-3.1-8B-Instruct,388,29,51.62,0.0
meta-llama/Llama-3.1-8B-Instruct,388,30,88.98,0.02
meta-llama/Llama-3.1-8B-Instruct,388,31,2.34,0.01
meta-llama/Llama-3.1-8B-Instruct,389,0,47.9,47.9
meta-llama/Llama-3.1-8B-Instruct,389,1,55.08,55.08
meta-llama/Llama-3.1-8B-Instruct,389,2,52.15,52.15
meta-llama/Llama-3.1-8B-Instruct,389,3,69.74,69.74
meta-llama/Llama-3.1-8B-Instruct,389,4,58.14,58.14
meta-llama/Llama-3.1-8B-Instruct,389,5,81.23,81.23
meta-llama/Llama-3.1-8B-Instruct,389,6,91.45,91.45
meta-llama/Llama-3.1-8B-Instruct,389,7,35.97,35.97
meta-llama/Llama-3.1-8B-Instruct,389,8,69.62,69.62
meta-llama/Llama-3.1-8B-Instruct,389,9,92.09,92.09
meta-llama/Llama-3.1-8B-Instruct,389,10,96.99,96.99
meta-llama/Llama-3.1-8B-Instruct,389,11,86.96,86.96
meta-llama/Llama-3.1-8B-Instruct,389,12,88.56,88.56
meta-llama/Llama-3.1-8B-Instruct,389,13,95.87,95.87
meta-llama/Llama-3.1-8B-Instruct,389,14,82.18,82.18
meta-llama/Llama-3.1-8B-Instruct,389,15,98.79,98.79
meta-llama/Llama-3.1-8B-Instruct,389,16,94.04,94.04
meta-llama/Llama-3.1-8B-Instruct,389,17,97.91,97.91
meta-llama/Llama-3.1-8B-Instruct,389,18,93.22,93.22
meta-llama/Llama-3.1-8B-Instruct,389,19,97.77,97.77
meta-llama/Llama-3.1-8B-Instruct,389,20,96.21,0.17
meta-llama/Llama-3.1-8B-Instruct,389,21,97.39,0.29
meta-llama/Llama-3.1-8B-Instruct,389,22,98.64,0.37
meta-llama/Llama-3.1-8B-Instruct,389,23,98.99,0.23
meta-llama/Llama-3.1-8B-Instruct,389,24,99.23,0.24
meta-llama/Llama-3.1-8B-Instruct,389,25,99.28,0.26
meta-llama/Llama-3.1-8B-Instruct,389,26,98.6,0.08
meta-llama/Llama-3.1-8B-Instruct,389,27,100.0,25.73
meta-llama/Llama-3.1-8B-Instruct,389,28,99.92,1.1
meta-llama/Llama-3.1-8B-Instruct,389,29,98.62,0.02
meta-llama/Llama-3.1-8B-Instruct,389,30,99.69,0.31
meta-llama/Llama-3.1-8B-Instruct,389,31,16.72,0.05
meta-llama/Llama-3.1-8B-Instruct,390,0,47.9,47.9
meta-llama/Llama-3.1-8B-Instruct,390,1,53.84,53.84
meta-llama/Llama-3.1-8B-Instruct,390,2,50.61,50.61
meta-llama/Llama-3.1-8B-Instruct,390,3,68.23,68.23
meta-llama/Llama-3.1-8B-Instruct,390,4,56.54,56.54
meta-llama/Llama-3.1-8B-Instruct,390,5,78.15,78.15
meta-llama/Llama-3.1-8B-Instruct,390,6,89.75,89.75
meta-llama/Llama-3.1-8B-Instruct,390,7,31.72,31.72
meta-llama/Llama-3.1-8B-Instruct,390,8,62.46,62.46
meta-llama/Llama-3.1-8B-Instruct,390,9,88.99,88.99
meta-llama/Llama-3.1-8B-Instruct,390,10,95.14,95.14
meta-llama/Llama-3.1-8B-Instruct,390,11,76.56,76.56
meta-llama/Llama-3.1-8B-Instruct,390,12,79.75,79.75
