id_snippet,modello,layer_attaccato,moltiplicatore,target_vero,predizione_baseline,predizione_post_steering,codice_originale
478,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile,"void OPPROTO op_divb_AL_T0(void)

{

    unsigned int num, den, q, r;



    num = (EAX & 0xffff);

    den = (T0 & 0xff);

    if (den == 0) {

        raise_exception(EXCP00_DIVZ);

    }

    q = (num / den) & 0xff;

    r = (num % den) & 0xff;

    EAX = (EAX & ~0xffff) | (r << 8) | q;

}
"
479,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro,"void helper_wrpstate(CPUSPARCState *env, target_ulong new_state)

{

    cpu_change_pstate(env, new_state & 0xf3f);



#if !defined(CONFIG_USER_ONLY)

    if (cpu_interrupts_enabled(env)) {


        cpu_check_irqs(env);


    }

#endif

}"
480,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro,"static void gen_wsr_windowbase(DisasContext *dc, uint32_t sr, TCGv_i32 v)

{

    gen_helper_wsr_windowbase(cpu_env, v);

    reset_used_window(dc);

}
"
481,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro,"static void fifo_deinit(AVFormatContext *avf)

{

    FifoContext *fifo = avf->priv_data;



    av_dict_free(&fifo->format_options);

    avformat_free_context(fifo->avf);

    av_thread_message_queue_free(&fifo->queue);

    pthread_mutex_destroy(&fifo->overflow_flag_lock);

}
"
482,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro,"static void init_multbl2(uint8_t tbl[1024], const int c[4],

                         const uint8_t *log8, const uint8_t *alog8,

                         const uint8_t *sbox)

{

    int i, j;



    for (i = 0; i < 1024; i++) {

        int x = sbox[i >> 2];

        if (x)

            tbl[i] = alog8[log8[x] + log8[c[i & 3]]];

    }

#if !CONFIG_SMALL

    for (j = 256; j < 1024; j++)

        for (i = 0; i < 4; i++)

            tbl[4*j + i] = tbl[4*j + ((i - 1) & 3) - 1024];

#endif

}
"
483,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile,"getouraddr(void)

{

	char buff[256];

	struct hostent *he = NULL;



	if (gethostname(buff,256) == 0)

            he = gethostbyname(buff);

        if (he)

            our_addr = *(struct in_addr *)he->h_addr;

        if (our_addr.s_addr == 0)

            our_addr.s_addr = loopback_addr.s_addr;

}
"
484,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro,"vmxnet3_dump_rx_descr(struct Vmxnet3_RxDesc *descr)

{

    VMW_PKPRN(""RX DESCR: addr %"" PRIx64 "", len: %d, gen: %d, rsvd: %d, ""

              ""dtype: %d, ext1: %d, btype: %d"",

              le64_to_cpu(descr->addr), descr->len, descr->gen,

              descr->rsvd, descr->dtype, descr->ext1, descr->btype);

}
"
485,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro,"static void etsec_class_init(ObjectClass *klass, void *data)

{

    DeviceClass *dc = DEVICE_CLASS(klass);



    dc->realize = etsec_realize;

    dc->reset = etsec_reset;

    dc->props = etsec_properties;



}"
486,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro,"void qmp_output_visitor_cleanup(QmpOutputVisitor *v)

{

    QStackEntry *e, *tmp;



    QTAILQ_FOREACH_SAFE(e, &v->stack, node, tmp) {

        QTAILQ_REMOVE(&v->stack, e, node);

        if (e->value) {

            qobject_decref(e->value);

        }

        g_free(e);

    }



    g_free(v);

}
"
487,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro,"void visit_start_struct(Visitor *v, const char *name, void **obj,

                        size_t size, Error **errp)

{

    Error *err = NULL;



    if (obj) {

        assert(size);

        assert(v->type != VISITOR_OUTPUT || *obj);

    }

    v->start_struct(v, name, obj, size, &err);

    if (obj && v->type == VISITOR_INPUT) {

        assert(!err != !*obj);

    }

    error_propagate(errp, err);

}
"
488,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro,"static KeyValue *copy_key_value(KeyValue *src)

{

    KeyValue *dst = g_new(KeyValue, 1);

    memcpy(dst, src, sizeof(*src));






    return dst;
"
489,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro,"void isa_bus_irqs(ISABus *bus, qemu_irq *irqs)

{

    if (!bus) {

        hw_error(""Can't set isa irqs with no isa bus present."");

    }

    bus->irqs = irqs;

}
"
490,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro,"static int s390_virtio_blk_init(VirtIOS390Device *s390_dev)

{

    VirtIOBlkS390 *dev = VIRTIO_BLK_S390(s390_dev);

    DeviceState *vdev = DEVICE(&dev->vdev);

    virtio_blk_set_conf(vdev, &(dev->blk));

    qdev_set_parent_bus(vdev, BUS(&s390_dev->bus));

    if (qdev_init(vdev) < 0) {

        return -1;

    }

    return s390_virtio_device_init(s390_dev, VIRTIO_DEVICE(vdev));

}
"
491,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro,"void ram_control_load_hook(QEMUFile *f, uint64_t flags)

{

    int ret = -EINVAL;



    if (f->ops->hook_ram_load) {

        ret = f->ops->hook_ram_load(f, f->opaque, flags);

        if (ret < 0) {

            qemu_file_set_error(f, ret);

        }

    } else {

        qemu_file_set_error(f, ret);

    }

}
"
492,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro,"static inline int signed_shift(int i, int shift) {

    if (shift > 0)

        return i << shift;

    return i >> -shift;

}
"
493,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro,"int bdrv_check(BlockDriverState *bs, BdrvCheckResult *res, BdrvCheckMode fix)

{




    if (bs->drv->bdrv_check == NULL) {

        return -ENOTSUP;




    memset(res, 0, sizeof(*res));

    return bs->drv->bdrv_check(bs, res, fix);
"
494,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Vulnerabile,"void do_addo (void)

{

    T2 = T0;

    T0 += T1;

    if (likely(!((T2 ^ T1 ^ (-1)) & (T2 ^ T0) & (1 << 31)))) {

        xer_ov = 0;

    } else {

        xer_so = 1;

        xer_ov = 1;

    }

}
"
495,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro,"static uint64_t hpet_get_ticks(void)

{

    uint64_t ticks;

    ticks = ns_to_ticks(qemu_get_clock(vm_clock) + hpet_statep->hpet_offset);

    return ticks;

}
"
496,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro,"static void vfio_disable_msix(VFIODevice *vdev)
{
    msix_unset_vector_notifiers(&vdev->pdev);
    if (vdev->nr_vectors) {
        vfio_disable_irqindex(vdev, VFIO_PCI_MSIX_IRQ_INDEX);
    vfio_disable_msi_common(vdev);
    DPRINTF(""%s(%04x:%02x:%02x.%x)\n"", __func__, vdev->host.domain,
            vdev->host.bus, vdev->host.slot, vdev->host.function);"
497,meta-llama/Llama-3.1-8B-Instruct,15,3,Vulnerabile,Vulnerabile,Sicuro,"target_ulong helper_sub_suov(CPUTriCoreState *env, target_ulong r1,

                             target_ulong r2)

{

    int64_t t1 = extract64(r1, 0, 32);

    int64_t t2 = extract64(r2, 0, 32);

    int64_t result = t1 - t2;

    return suov32(env, result);

}
"
498,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static void nbd_read(void *opaque)

{

    NBDClient *client = opaque;



    if (client->recv_coroutine) {

        qemu_coroutine_enter(client->recv_coroutine, NULL);

    } else {

        qemu_coroutine_enter(qemu_coroutine_create(nbd_trip), client);

    }

}
"
499,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static gboolean gd_vc_in(GIOChannel *chan, GIOCondition cond, void *opaque)

{

    VirtualConsole *vc = opaque;

    uint8_t buffer[1024];

    ssize_t len;



    len = read(vc->fd, buffer, sizeof(buffer));

    if (len <= 0) {

        return FALSE;

    }



    qemu_chr_be_write(vc->chr, buffer, len);



    return TRUE;

}
"
500,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static inline uint32_t mipsdsp_sub32(int32_t a, int32_t b, CPUMIPSState *env)

{

    int32_t temp;



    temp = a - b;

    if (MIPSDSP_OVERFLOW(a, -b, temp, 0x80000000)) {

        set_DSPControl_overflow_flag(1, 20, env);

    }



    return temp;

}
"
501,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static struct pathelem *add_entry(struct pathelem *root, const char *name,

                                  unsigned type)

{

    struct pathelem **e;



    root->num_entries++;



    root = realloc(root, sizeof(*root)

                   + sizeof(root->entries[0])*root->num_entries);

    e = &root->entries[root->num_entries-1];



    *e = new_entry(root->pathname, root, name);

    if (is_dir_maybe(type)) {

        *e = add_dir_maybe(*e);

    }



    return root;

}
"
502,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static void check_cmd(AHCIState *s, int port)

{

    AHCIPortRegs *pr = &s->dev[port].port_regs;

    int slot;



    if ((pr->cmd & PORT_CMD_START) && pr->cmd_issue) {

        for (slot = 0; (slot < 32) && pr->cmd_issue; slot++) {

            if ((pr->cmd_issue & (1 << slot)) &&

                !handle_cmd(s, port, slot)) {

                pr->cmd_issue &= ~(1 << slot);

            }

        }

    }

}
"
503,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"void laio_cleanup(void *s_)
{
    struct qemu_laio_state *s = s_;
    event_notifier_cleanup(&s->e);
    g_free(s);"
504,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static int tpm_passthrough_unix_write(int fd, const uint8_t *buf, uint32_t len)

{

    int ret, remain;



    remain = len;

    while (len > 0) {

        ret = write(fd, buf, remain);

        if (ret < 0) {

            if (errno != EINTR && errno != EAGAIN) {

                return -1;

            }

        } else if (ret == 0) {

            break;

        } else {

            buf += ret;

            remain -= ret;

        }

    }

    return len - remain;

}
"
505,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static void gen_mul(DisasContext *dc, TCGv dest, TCGv srca, TCGv srcb)

{

    TCGv sr_ov = tcg_temp_new();

    TCGv t0 = tcg_temp_new();



    tcg_gen_muls2_tl(dest, sr_ov, srca, srcb);

    tcg_gen_sari_tl(t0, dest, TARGET_LONG_BITS - 1);

    tcg_gen_setcond_tl(TCG_COND_NE, sr_ov, sr_ov, t0);

    tcg_temp_free(t0);



    tcg_gen_deposit_tl(cpu_sr, cpu_sr, sr_ov, ctz32(SR_OV), 1);



    gen_ove_ov(dc, sr_ov);

    tcg_temp_free(sr_ov);

}
"
506,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static void evaluate_utility_inc(elbg_data *elbg)

{

    int i, inc=0;



    for (i=0; i < elbg->numCB; i++) {

        if (elbg->numCB*elbg->utility[i] > elbg->error)

            inc += elbg->utility[i];

        elbg->utility_inc[i] = inc;

    }

}
"
507,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile,"static void nbd_coroutine_start(NbdClientSession *s,

   struct nbd_request *request)

{

    /* Poor man semaphore.  The free_sema is locked when no other request

     * can be accepted, and unlocked after receiving one reply.  */

    if (s->in_flight >= MAX_NBD_REQUESTS - 1) {

        qemu_co_mutex_lock(&s->free_sema);

        assert(s->in_flight < MAX_NBD_REQUESTS);

    }

    s->in_flight++;



    /* s->recv_coroutine[i] is set as soon as we get the send_lock.  */

}
"
508,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static inline abi_long host_to_target_timespec(abi_ulong target_addr,

                                               struct timespec *host_ts)

{

    struct target_timespec *target_ts;



    if (!lock_user_struct(VERIFY_WRITE, target_ts, target_addr, 0))

        return -TARGET_EFAULT;

    target_ts->tv_sec = tswapal(host_ts->tv_sec);

    target_ts->tv_nsec = tswapal(host_ts->tv_nsec);

    unlock_user_struct(target_ts, target_addr, 1);

    return 0;

}
"
509,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static int bdrv_rd_badreq_sectors(BlockDriverState *bs,

                                  int64_t sector_num, int nb_sectors)

{

    return

        nb_sectors < 0 ||

        sector_num < 0 ||

        nb_sectors > bs->total_sectors ||

        sector_num > bs->total_sectors - nb_sectors;

}
"
510,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static void omap_i2c_set_slave_addr(OMAPI2C *s, uint8_t addr)

{

    uint16_t data = addr;



    memwrite(s->addr + OMAP_I2C_SA, &data, 2);

    memread(s->addr + OMAP_I2C_SA, &data, 2);

    g_assert_cmphex(data, ==, addr);

}
"
511,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static void gen_mtsr(DisasContext *ctx)

{

#if defined(CONFIG_USER_ONLY)

    gen_inval_exception(ctx, POWERPC_EXCP_PRIV_REG);

#else

    TCGv t0;

    if (unlikely(ctx->pr)) {

        gen_inval_exception(ctx, POWERPC_EXCP_PRIV_REG);

        return;

    }

    t0 = tcg_const_tl(SR(ctx->opcode));

    gen_helper_store_sr(cpu_env, t0, cpu_gpr[rS(ctx->opcode)]);

    tcg_temp_free(t0);

#endif

}
"
512,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static void ehci_mem_writew(void *ptr, target_phys_addr_t addr, uint32_t val)

{

    fprintf(stderr, ""EHCI doesn't handle 16-bit writes to MMIO\n"");

    exit(1);

}
"
513,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static void iothread_instance_finalize(Object *obj)

{

    IOThread *iothread = IOTHREAD(obj);



    iothread_stop(obj, NULL);

    qemu_cond_destroy(&iothread->init_done_cond);

    qemu_mutex_destroy(&iothread->init_done_lock);




    aio_context_unref(iothread->ctx);
"
514,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"BlockStatsList *qmp_query_blockstats(Error **errp)
{
    BlockStatsList *head = NULL, **p_next = &head;
    BlockDriverState *bs = NULL;
     while ((bs = bdrv_next(bs))) {
        BlockStatsList *info = g_malloc0(sizeof(*info));
        info->value = bdrv_query_stats(bs);
        *p_next = info;
        p_next = &info->next;
    }
    return head;
}"
515,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static inline void cris_fidx_i(unsigned int x)

{

	register unsigned int v asm(""$r10"") = x;

	asm (""fidxi\t[%0]\n"" : : ""r"" (v) );

}
"
516,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"void qmp_migrate_set_capabilities(MigrationCapabilityStatusList *params,

                                  Error **errp)

{

    MigrationState *s = migrate_get_current();

    MigrationCapabilityStatusList *cap;



    if (s->state == MIG_STATE_ACTIVE || s->state == MIG_STATE_SETUP) {

        error_set(errp, QERR_MIGRATION_ACTIVE);

        return;

    }



    for (cap = params; cap; cap = cap->next) {

        s->enabled_capabilities[cap->value->capability] = cap->value->state;

    }

}
"
517,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile,"void exec_start_incoming_migration(const char *command, Error **errp)

{

    QEMUFile *f;



    DPRINTF(""Attempting to start an incoming migration\n"");

    f = qemu_popen_cmd(command, ""r"");

    if(f == NULL) {

        error_setg_errno(errp, errno, ""failed to popen the migration source"");

        return;

    }



    qemu_set_fd_handler2(qemu_get_fd(f), NULL,

			 exec_accept_incoming_migration, NULL, f);

}
"
518,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"void *qemu_memalign(size_t alignment, size_t size)

{

    if (!size) {

        abort();

    }

    return oom_check(VirtualAlloc(NULL, size, MEM_COMMIT, PAGE_READWRITE));

}
"
519,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"void bdrv_flush(BlockDriverState *bs)
{
    if (bs->drv && bs->drv->bdrv_flush)
        bs->drv->bdrv_flush(bs);"
520,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static BlockDriver *bdrv_probe_all(const uint8_t *buf, int buf_size,

                                   const char *filename)

{

    int score_max = 0, score;

    BlockDriver *drv = NULL, *d;



    QLIST_FOREACH(d, &bdrv_drivers, list) {

        if (d->bdrv_probe) {

            score = d->bdrv_probe(buf, buf_size, filename);

            if (score > score_max) {

                score_max = score;

                drv = d;

            }

        }

    }



    return drv;

}
"
521,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static int film_probe(AVProbeData *p)
{
    if (AV_RB32(&p->buf[0]) != FILM_TAG)
    return AVPROBE_SCORE_MAX;
}"
522,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static av_cold int m101_decode_init(AVCodecContext *avctx)

{

    if (avctx->extradata_size < 6*4)

        return AVERROR_INVALIDDATA;



    if (avctx->extradata[2*4] == 10)

        avctx->pix_fmt = AV_PIX_FMT_YUV422P10;

    else

        avctx->pix_fmt = AV_PIX_FMT_YUYV422;





    return 0;

}
"
523,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static int query_format(struct vf_instance *vf, unsigned int fmt)

{

        /* FIXME - really any YUV 4:2:0 input format should work */

        switch (fmt) {

        case IMGFMT_YV12:

        case IMGFMT_IYUV:

        case IMGFMT_I420:

                return ff_vf_next_query_format(vf, IMGFMT_YV12);

        }

        return 0;

}
"
524,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static int stdio_get_buffer(void *opaque, uint8_t *buf, int64_t pos, int size)

{

    QEMUFileStdio *s = opaque;

    FILE *fp = s->stdio_file;

    int bytes;



    do {

        clearerr(fp);

        bytes = fread(buf, 1, size, fp);

    } while ((bytes == 0) && ferror(fp) && (errno == EINTR));

    return bytes;

}
"
525,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static void opt_frame_pix_fmt(const char *arg)

{

    if (strcmp(arg, ""list""))

        frame_pix_fmt = avcodec_get_pix_fmt(arg);

    else {

        list_fmts(avcodec_pix_fmt_string, PIX_FMT_NB);

        av_exit(0);

    }

}
"
526,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"int blk_mig_active(void)

{

    return !QSIMPLEQ_EMPTY(&block_mig_state.bmds_list);

}
"
527,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static av_cold int indeo3_decode_end(AVCodecContext *avctx)
{
    Indeo3DecodeContext *s = avctx->priv_data;
    iv_free_func(s);
    return 0;
}"
528,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static void FUNCC(pred8x8_horizontal)(uint8_t *_src, int stride){

    int i;

    pixel *src = (pixel*)_src;

    stride /= sizeof(pixel);



    for(i=0; i<8; i++){

        ((pixel4*)(src+i*stride))[0]=

        ((pixel4*)(src+i*stride))[1]= PIXEL_SPLAT_X4(src[-1+i*stride]);

    }

}
"
529,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static void i82374_isa_realize(DeviceState *dev, Error **errp)

{

    ISAi82374State *isa = I82374(dev);

    I82374State *s = &isa->state;

    PortioList *port_list = g_new(PortioList, 1);



    portio_list_init(port_list, OBJECT(isa), i82374_portio_list, s, ""i82374"");

    portio_list_add(port_list, isa_address_space_io(&isa->parent_obj),

                    isa->iobase);



    i82374_realize(s, errp);



    qdev_init_gpio_out(dev, &s->out, 1);

}
"
530,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static void adb_kbd_put_keycode(void *opaque, int keycode)

{

    KBDState *s = opaque;



    if (s->count < sizeof(s->data)) {

        s->data[s->wptr] = keycode;

        if (++s->wptr == sizeof(s->data))

            s->wptr = 0;

        s->count++;

    }

}
"
531,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"e1000e_ring_empty(E1000ECore *core, const E1000E_RingInfo *r)

{

    return core->mac[r->dh] == core->mac[r->dt];

}
"
532,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static void dec_user(DisasContext *dc)

{

    LOG_DIS(""user"");



    cpu_abort(dc->env, ""user insn undefined\n"");

}
"
533,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static void handle_satn_stop(ESPState *s)

{

    if (s->dma && !s->dma_enabled) {

        s->dma_cb = handle_satn_stop;

        return;

    }

    s->cmdlen = get_cmd(s, s->cmdbuf);

    if (s->cmdlen) {

        trace_esp_handle_satn_stop(s->cmdlen);

        s->do_cmd = 1;

        s->rregs[ESP_RSTAT] = STAT_TC | STAT_CD;

        s->rregs[ESP_RINTR] = INTR_BS | INTR_FC;

        s->rregs[ESP_RSEQ] = SEQ_CD;

        esp_raise_irq(s);

    }

}
"
534,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static uint8_t qpci_pc_config_readb(QPCIBus *bus, int devfn, uint8_t offset)

{

    outl(0xcf8, (1 << 31) | (devfn << 8) | offset);

    return inb(0xcfc);

}
"
535,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static inline bool extended_addresses_enabled(CPUARMState *env)

{

    return arm_feature(env, ARM_FEATURE_LPAE)

        && (env->cp15.c2_control & (1 << 31));

}
"
536,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"void qemu_savevm_send_postcopy_advise(QEMUFile *f)

{

    uint64_t tmp[2];

    tmp[0] = cpu_to_be64(getpagesize());

    tmp[1] = cpu_to_be64(1ul << qemu_target_page_bits());



    trace_qemu_savevm_send_postcopy_advise();

    qemu_savevm_command_send(f, MIG_CMD_POSTCOPY_ADVISE, 16, (uint8_t *)tmp);

}
"
537,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"void vga_hw_screen_dump(const char *filename)

{

    TextConsole *previous_active_console;



    previous_active_console = active_console;

    active_console = consoles[0];

    /* There is currently no way of specifying which screen we want to dump,

       so always dump the first one.  */

    if (consoles[0] && consoles[0]->hw_screen_dump)

        consoles[0]->hw_screen_dump(consoles[0]->hw, filename);

    active_console = previous_active_console;

}
"
538,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static void vvfat_close(BlockDriverState *bs)

{

    BDRVVVFATState *s = bs->opaque;



    vvfat_close_current_file(s);

    array_free(&(s->fat));

    array_free(&(s->directory));

    array_free(&(s->mapping));

    if(s->cluster_buffer)

        free(s->cluster_buffer);

}
"
539,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static void usb_msd_send_status(MSDState *s, USBPacket *p)

{

    struct usb_msd_csw csw;

    int len;



    csw.sig = cpu_to_le32(0x53425355);

    csw.tag = cpu_to_le32(s->tag);

    csw.residue = s->residue;

    csw.status = s->result;



    len = MIN(sizeof(csw), p->len);

    memcpy(p->data, &csw, len);

}
"
540,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static int get_uint32(QEMUFile *f, void *pv, size_t size)

{

    uint32_t *v = pv;

    qemu_get_be32s(f, v);

    return 0;

}
"
541,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"void qmp_qmp_capabilities(Error **errp)

{

    cur_mon->qmp.in_command_mode = true;

}
"
542,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static void cdrom_change_cb(void *opaque, int reason)

{

    IDEState *s = opaque;

    uint64_t nb_sectors;



    if (!(reason & CHANGE_MEDIA)) {

        return;

    }



    bdrv_get_geometry(s->bs, &nb_sectors);

    s->nb_sectors = nb_sectors;



    s->sense_key = SENSE_UNIT_ATTENTION;

    s->asc = ASC_MEDIUM_MAY_HAVE_CHANGED;

    s->cdrom_changed = 1;

    s->events.new_media = true;

    ide_set_irq(s->bus);

}
"
543,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile,"static void test_validate_fail_union_native_list(TestInputVisitorData *data,

                                                 const void *unused)

{

    UserDefNativeListUnion *tmp = NULL;

    Error *err = NULL;

    Visitor *v;



    v = validate_test_init(data,

                           ""{ 'type': 'integer', 'data' : [ 'string' ] }"");



    visit_type_UserDefNativeListUnion(v, &tmp, NULL, &err);

    g_assert(err);


    qapi_free_UserDefNativeListUnion(tmp);

}"
544,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"bool qdict_get_try_bool(const QDict *qdict, const char *key, bool def_value)

{

    QObject *obj;



    obj = qdict_get(qdict, key);

    if (!obj || qobject_type(obj) != QTYPE_QBOOL)

        return def_value;



    return qbool_get_bool(qobject_to_qbool(obj));

}
"
545,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"bool migrate_zero_blocks(void)

{

    MigrationState *s;



    s = migrate_get_current();



    return s->enabled_capabilities[MIGRATION_CAPABILITY_ZERO_BLOCKS];

}
"
546,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"int net_slirp_redir(const char *redir_str)

{

    struct slirp_config_str *config;



    if (QTAILQ_EMPTY(&slirp_stacks)) {

        config = g_malloc(sizeof(*config));

        pstrcpy(config->str, sizeof(config->str), redir_str);

        config->flags = SLIRP_CFG_HOSTFWD | SLIRP_CFG_LEGACY;

        config->next = slirp_configs;

        slirp_configs = config;

        return 0;

    }



    return slirp_hostfwd(QTAILQ_FIRST(&slirp_stacks), redir_str, 1);

}
"
547,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"static void RENAME(vertical_compose53iL0)(uint8_t *_b0, uint8_t *_b1, uint8_t *_b2,

                                          int width)

{

    int i;

    TYPE *b0 = (TYPE *)_b0;

    TYPE *b1 = (TYPE *)_b1;

    TYPE *b2 = (TYPE *)_b2;

    for (i = 0; i < width; i++)

        b1[i] -= (b0[i] + b2[i] + 2) >> 2;

}
"
548,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro,"PPC_OP(addme)

{

    T1 = T0;

    T0 += xer_ca + (-1);

    if (T1 != 0)

        xer_ca = 1;

    RETURN();

}
"
