id_snippet,modello,layer_attaccato,moltiplicatore,target_vero,predizione_baseline,predizione_post_steering
547,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Errore_Formato
548,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
549,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
550,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
551,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
552,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
553,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
554,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
555,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
556,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
557,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
558,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
559,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
560,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
561,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
562,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Errore_Formato
563,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
564,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
565,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
566,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
567,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
568,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
569,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
570,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
571,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
572,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
573,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
574,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
575,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
576,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
577,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
578,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Errore_Formato
579,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
580,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
581,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
582,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
583,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
584,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
585,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
586,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
587,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
588,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
589,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
590,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
591,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
592,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
593,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
594,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
595,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
596,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
597,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
598,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
599,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
600,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
601,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
602,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
603,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
604,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
605,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
606,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
607,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
608,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
609,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
610,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
611,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
612,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
613,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Errore_Formato
614,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
615,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
616,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
617,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
618,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
619,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
620,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Errore_Formato
621,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
622,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
623,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
624,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
625,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
626,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
627,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Errore_Formato
628,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
629,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
630,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
631,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
632,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
633,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Errore_Formato
634,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
635,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
636,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
637,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
638,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
639,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
640,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
641,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
642,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
643,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
644,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
645,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
646,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
647,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
648,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
649,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
650,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Errore_Formato
651,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
652,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
653,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
654,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
655,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Sicuro
656,codellama/CodeLlama-7b-Instruct-hf,13,15,Vulnerabile,Vulnerabile,Vulnerabile
657,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
658,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
659,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
660,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
661,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
662,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
663,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
664,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Sicuro
665,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Sicuro
666,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
667,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
668,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
669,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
670,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Sicuro
671,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Sicuro
672,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
673,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
674,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
675,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Errore_Formato
676,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
677,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
678,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
679,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Sicuro
680,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
681,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Sicuro
682,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Errore_Formato
683,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
684,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
685,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
686,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
687,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
688,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
689,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Sicuro
690,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
691,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
692,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
693,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
694,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Sicuro
695,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
696,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
697,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
698,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
699,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Errore_Formato
700,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
701,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
702,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
703,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Sicuro
704,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
705,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
706,deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,19,10,Vulnerabile,Vulnerabile,Vulnerabile
707,deepseek-ai/deepseek-coder-6.7b-instruct,16,8,Vulnerabile,Vulnerabile,Sicuro
708,deepseek-ai/deepseek-coder-6.7b-instruct,16,8,Vulnerabile,Vulnerabile,Vulnerabile
709,deepseek-ai/deepseek-coder-6.7b-instruct,16,8,Vulnerabile,Vulnerabile,Sicuro
710,deepseek-ai/deepseek-coder-6.7b-instruct,16,8,Vulnerabile,Vulnerabile,Sicuro
711,deepseek-ai/deepseek-coder-6.7b-instruct,16,8,Vulnerabile,Vulnerabile,Sicuro
712,deepseek-ai/deepseek-coder-6.7b-instruct,16,8,Vulnerabile,Vulnerabile,Sicuro
